id,category,question,answer_choices,answer,prompt_im,prompt_ex,expected
168,sc,Are some fruits cut open or are all the fruits uncut?,(a) Some are cut open (b) All are uncut,(b),Generate a display of fruit in a white background,Generate a display of fruit in a white background with none of the fruit cut open
169,pf,Is there a knee visible in the image?,(a) Yes (b) No,(a),Generate an elderly couple holding hands and posing for a picture,Generate an elderly couple holding hands and posing for a picture with one of their knees visible
170,pf,Is there a knee visible in the image?,(a) Yes (b) No,(b),Generate an elderly couple holding hands and posing for a picture,Generate an elderly couple holding hands and posing for a picture with no knees in the picture
171,pf,Does the snowman in the picture have a mouth?,(a) Yes (b) No,(a),Generate a traditional snowman,Generate a traditional snowman with a mouth
172,pf,Does the snowman in the picture have a mouth?,(a) Yes (b) No,(b),Generate a traditional snowman,Generate a traditional snowman without a mouth
173,sh,Is the decoration on the Easter egg flat or raised?,(a) Flat (b) Raised,(a),Generate a couple of multicolored and decorated easter eggs,Generate a couple of multicolored and decorated easter eggs with flat and smoothly painted designs
174,sh,Is the decoration on the Easter egg flat or raised?,(a) Flat (b) Raised,(b),Generate a couple of multicolored and decorated easter eggs,Generate a couple of multicolored and decorated easter eggs with raised painted designs
175,ca,"In the image, is the nail polish on the toes dark or light in color?",(a) Dark (b) Light,(a),Generate a person on a weighing scale with their toes painted,Generate a person on a weighing scale with their toes painted a dark color
176,ca,"In the image, is the nail polish on the toes dark or light in color?",(a) Dark (b) Light,(b),Generate a person on a weighing scale with their toes painted,Generate a person on a weighing scale with their toes painted a light color
177,od,"In the picture, is the person facing the ocean or turned sideways to the ocean?",(a) Facing the ocean (b) Turned sideways to the ocean,(a),Generate a family of four on the beach,Generate a family of four on the beach facing towards the ocean
178,od,"In the picture, is the person facing the ocean or turned sideways to the ocean?",(a) Facing the ocean (b) Turned sideways to the ocean,(b),Generate a family of four on the beach,Generate a family of four on the beach turned sideways to the ocean
179,qc,How many wheels can you see in the image?,(a) 1 (b) 2,(a),Generate a black convertible on display,Generate a black convertible on display with only one wheel visible
180,qc,How many wheels can you see in the image?,(a) 1 (b) 2,(b),Generate a black convertible on display,Generate a black convertible on display with 2 wheels visible
181,ca,Is the stripe in the middle of the car blue or white?,(a) Blue (b) White,(a),Generate a car with a stripe in the middle of the car,Generate a car with a blue strip in the middle of the car
182,ca,Is the stripe in the middle of the car blue or white?,(a) Blue (b) White,(b),Generate a car with a stripe in the middle of the car,Generate a car with a white strip in the middle of the car
183,sc,Are the teddy bears holding hands or leaning against each other?,(a) Holding hands (b) Leaning against,(a),Generate two white teddy bears in wedding outfits sitting beside each other,Generate two white teddy bears in wedding outfits sitting beside each other and holding hands
184,sc,Are the teddy bears holding hands or leaning against each other?,(a) Holding hands (b) Leaning against,(b),Generate two white teddy bears in wedding outfits sitting beside each other,Generate two white teddy bears in wedding outfits sitting beside each other and leaning against each other
185,sc,Is the person in the picture already standing on the weighing scale?,(a) Yes (b) No,(a),Generate a person and a weighing scale,Generate a person already standing on a weighing scale
186,sc,Is the person in the picture already standing on the weighing scale?,(a) Yes (b) No,(b),Generate a person and a weighing scale,Generate a person about to stand on a weighing scale
187,qc,"In the picture, is the person stretching out one arm or both arms above their head?",(a) One arm (b) Both arms,(a),Generate a woman in bed stretching,Generate a woman in bed stretching with only one arm visible
188,qc,"In the picture, is the person stretching out one arm or both arms above their head?",(a) One arm (b) Both arms,(b),Generate a woman in bed stretching,Generate a woman in bed stretching with both arms visible
189,sh,Is the person in the picture on the grass or on the gravel path?,(a) Grass (b) Gravel path,(a),Generate a person wearing running shoes and athletic clothes outside,Generate a person wearing running shoes and athletic clothes outside on the grass
190,sh,Is the person in the picture on the grass or on the gravel path?,(a) Grass (b) Gravel path,(b),Generate a person wearing running shoes and athletic clothes outside,Generate a person wearing running shoes and athletic clothes outside on a gravel path
191,pf,Is there a flower next to the Easter egg in the picture?,(a) Yes (b) No,(a),Generate several decorated easter eggs on the ground in the grass,Generate several decorated easter eggs on the ground in the grass with flowers next to them
192,pf,Is there a flower next to the Easter egg in the picture?,(a) Yes (b) No,(b),Generate several decorated easter eggs on the ground in the grass,Generate several decorated easter eggs on the ground in the grass with no flowers next to them
193,sh,Are these vegetables placed on the floor or on the soil?,(a) Floor (b) Soil,(a),Generate several different vegetables gathered together and placed on a surface,Generate several different vegetables gathered together and placed on the floor
194,sh,Are these vegetables placed on the floor or on the soil?,(a) Floor (b) Soil,(b),Generate several different vegetables gathered together and placed on a surface,Generate several different vegetables gathered together and placed outside on the soil
195,pr,Are juice and all carrots on the same surface?,(a) Yes (b) No,(a),Generate carrot juice in a glass and carrots beside the glass,Generate carrot juice in a glass and carrots beside the glass on the same surface
196,pr,Are juice and all carrots on the same surface?,(a) Yes (b) No,(b),Generate carrot juice in a glass and carrots beside the glass,Generate carrot juice in a glass and carrots beside the glass on a different surface
197,sc,Is the person weighing themselves barefoot?,(a) Yes (b) No,(a),Generate a person weighing themselves on a scale in the bathroom,Generate a person weighing themselves barefoot  on a scale in the bathroom 
198,sc,Is the person weighing themselves barefoot?,(a) Yes (b) No,(b),Generate a person weighing themselves on a scale in the bathroom,Generate a person weighing themselves with shoes on a scale in the bathroom 
199,ca,Which type of eggs are in the corner of the picture?,(a) Quail eggs (b) Chicken eggs ,(a),Generate loaves of bread with eggs in the corner of the picture,Generate loaves of bread with quail eggs in the corner of the picture
200,ca,Which type of eggs are in the corner of the picture?,(a) Quail eggs (b) Chicken eggs ,(b),Generate loaves of bread with eggs in the corner of the picture,Generate loaves of bread with chicken eggs in the corner of the picture
201,tx,What are the words in the image:,"(a) ""Happy Easter"" (b) ""Happy Easter!""",(a),Generate a picture with a rabbit in an easter basket that wishes the receiver for easter,Generate a picture with a rabbit in an easter basket that says “Happy Easter”
202,tx,What are the words in the image:,"(a) ""Happy Easter"" (b) ""Happy Easter!""",(b),,Generate a picture with a rabbit in an easter basket that wishes the receiver for easter,Generate a picture with a rabbit in an easter basket that says “Happy Easter!”
203,sc,Are these oranges hanging on the tree?,(a) Yes (b) No,(a),Generate oranges with leaves,Generate oranges with leaves and hanging on a tree
204,sc,Are these oranges hanging on the tree?,(a) Yes (b) No,(b),Generate oranges with leaves,Generate oranges with leaves on the ground and not hanging from a tree
205,sh,Is the coffee cup made of glass?,(a) Yes (b) No,(a),Generate a coffee with a decorative design on top,Generate a coffee with a decorative design on the top in a glass cup 
206,sh,Is the coffee cup made of glass?,(a) Yes (b) No,(b),Generate a coffee with a decorative design on top,Generate a coffee with a decorative design on the top in a non-glass cup
207,ca,Is the bell pepper in the picture red or yellow?,(a) Red (b) Yellow,(a),Generate a bell pepper surrounded by vegetables in a basket,Generate a red bell pepper surrounded by vegetables in a basket
208,ca,Is the bell pepper in the picture red or yellow?,(a) Red (b) Yellow,(b),Generate a bell pepper surrounded by vegetables in a basket,Generate a yellow bell pepper surrounded by vegetables in a basket
209,pf,Is there an orange with leaves next to the cup?,(a) Yes (b) No,(a),Generate a glass of orange juice with a cut orange around it,Generate a glass of orange juice with a cut orange and an orange with leaves around it 
210,pf,Is there an orange with leaves next to the cup?,(a) Yes (b) No,(b),Generate a glass of orange juice with a cut orange around it,Generate a glass of orange juice with a cut orange around it and no orange with leaves
211,pr,Is the heart-shaped object resting on the palm or being held by the fingers?,(a) Palm (b) Fingers,(a),Generate a heart-shaped red object held in a doctor's hands,Generate a heart-shaped red object held in a doctor’s hands and resting on the palm
212,pr,Is the heart-shaped object resting on the palm or being held by the fingers?,(a) Palm (b) Fingers,(b),Generate a heart-shaped red object held in a doctor's hands,Generate a heart-shaped red object held in a doctor’s hands by the fingers
213,pf,Does the snowman have arms made of branches?,(a) Yes (b) No,(a),Generate a traditional snowman in the snow,Generate a traditional snowman with arms made out of branches in the snow 
214,pf,Does the snowman have arms made of branches?,(a) Yes (b) No,(b),Generate a traditional snowman in the snow,Generate a traditional snowman without arms made out of branches in the snow 
215,pf,Are there black stripes on the roof of the car?,(a) Yes (b) No,(a),Generate a green car on a road,Generate a green car on a road with black stripes on the roof of the car
216,pf,Are there black stripes on the roof of the car?,(a) Yes (b) No,(b),Generate a green car on a road,Generate a green car on a road without black stripes on the roof of the car
217,sc,Is the knife laid flat or standing up?,(a) Flat (b) Standing up,(a),Generate a knife on a cutting board surrounded by vegetables,Generate a knife laid flat on a cutting board surrounded by vegetables
218,sc,Is the knife laid flat or standing up?,(a) Flat (b) Standing up,(b),Generate a knife on a cutting board surrounded by vegetables,Generate a knife standing up on a cutting board surrounded by vegetables
219,vp,Is the person in the image running towards or away from the camera?,(a) Towards (b) Away from,(a),Generate a person running,Generate a person running towards the camera
220,vp,Is the person in the image running towards or away from the camera?,(a) Towards (b) Away from,(b),Generate a person running,Generate a person running away the camera
221,vp,"In the photo, is one of the man's hands blocked by the woman?",(a) Yes (b) No,(a),Generate an elderly couple riding around on bikes,Generate an elderly couple riding around on bikes with one of the man’s hands blocked by the woman
222,vp,"In the photo, is one of the man's hands blocked by the woman?",(a) Yes (b) No,(b),Generate an elderly couple riding around on bikes,Generate an elderly couple riding around on bikes neither of the man’s hands blocked by the woman
223,pf,Is there a pomegranate in the picture?,(a) Yes (b) No,(a),Generate multiple glasses filled with different types of fruit juice,Generate multiple glasses filled with different types of fruit juice and a pomegranate visibly next to one of the glasses
224,pf,Is there a pomegranate in the picture?,(a) Yes (b) No,(b),Generate multiple glasses filled with different types of fruit juice,Generate multiple glasses filled with different types of fruit juice and no pomegranate visibly seen
225,sh,Are all the cups and bottles in the picture the same height?,(a) Yes (b) No,(a),Generate glass juice bottles and cups with fruits surround it,Generate glass juice bottles and cups filled with juice of the same height with fruits
226,sh,Are all the cups and bottles in the picture the same height, (a) Yes (b) No, (b),Generate glass juice bottles and cups with fruits surrounding them,Generate glass juice bottles and cups filled with juice of the different heights with fruits surrounding them
227,pf,Does the person in the picture have something in their hand?,(a) Yes (b) No,(a),Generate an elderly couple walking down a boardwalk,Generate an elderly couple walking down a boardwalk holding waterbottles
228,pf,Does the person in the picture have something in their hand?,(a) Yes (b) No,(b),Generate an elderly couple walking across a path in a forest,Generate an elderly couple walking across a path in a forest in athletic clothes without anything in their hands
229,od,Do all the bottles in the picture face the same direction?,(a) Yes (b) No,(a),Generate glass bottles filled with smoothies sitting on a table,Generate glass bottles filled with smoothies and straws sitting on a table and facing the same direction
230,od,Do all the bottles in the picture face the same direction?,(a) Yes (b) No,(b),Generate glass bottles filled with smoothies laying on the table,Generate glass bottles filled with a smoothies laying on the table and all the bottles facing different directions
231,pr,"Are all easter eggs placed in a container (e.g nest, basket)?",(a) Yes (b) No,(a),Generate easter eggs in a container like a nest or a basket,Generate easter eggs in a container like a nest or a basket with all the eggs inside the container
232,pr,"Are all easter eggs placed in a container (e.g nest, basket)?",(a) Yes (b) No,(b),Generate easter eggs in a container like a nest or a basket,Generate easter eggs in a container like a nest or a basket with all the eggs inside the container except for a couple
233,ca,Is the sky in the background dark blue or light blue?,(a) Dark blue (b) Light blue,(a),Generate a mountainscape with a lake and greenery,Generate a mountainscape with a lake and greenery with a dark blue sky
234,ca,Is the sky in the background dark blue or light blue?,(a) Dark blue (b) Light blue,(b),Generate a mountainscape with a lake and greenery,Generate a mountainscape with a lake and greenery with a light blue sky
235,od,Do the individuals in the picture face the front or the back?,(a) Front (b) Back,(a),Generate an image of a family with 2 daughters on the beach,Generate an image of a family with 2 daughters on the beach with their faces in the front and shown
236,od,Do the individuals in the picture face the front or the back?,(a) Front (b) Back,(b),Generate an image of a family with 2 daughters on the beach,Generate an image of a family with 2 daughters on the beach with their faces in the back and not shown
237,ca,Is the ground completely covered by red fallen leaves?,(a) Yes (b) No,(a),Generate an image of a forest with green trees surrounding a path with red leaves,Generate an image of a forest with green trees surrounding a path with red leaves covering the entire ground
238,ca,Is the ground completely covered by red fallen leaves?,(a) Yes (b) No,(b),Generate an image of a forest with green trees surrounding a path with red leaves,Generate an image of a forest with green trees surrounding a path with red leaves with red leaves surrounding a clear gray path
239,pr,Are the leather shoes placed side by side or is one on top of the other?,(a) Side by side (b) One on top of the other,(a),Generate a pair of leather shoes on a table beside a few collared shirts,Generate a pair of leather shoes placed side by side on a table beside a few collared shirts
240,pr,Are the leather shoes placed side by side or is one on top of the other?,(a) Side by side (b) One on top of the other,(b),Generate a pair of leather shoes on a table beside a few collared shirts,Generate a pair of leather shoes placed on top of each other on a table beside a few collared shirts
241,vp,Is the photo taken directly above the coffee or from the side?,(a) Above (b) From the side,(a),Generate an image of a cup of coffee on a table in a glass, white mug,Generate an image of a cup of coffee on a table in a glass, white mug with the picture taken from above
242,vp,Is the photo taken directly above the coffee or from the side?,(a) Above (b) From the side,(b),Generate an image of a cup of coffee on a table in a glass, white mug,Generate an image of a cup of coffee on a table in a glass, white mug with the picture taken from the side
243,od,Is the rabbit in the image facing left or right?,(a) Left (b) Right,(a),Generate a rabbit beside several easter eggs in the grass,Generate a rabbit facing to the left beside several easter eggs in the grass
244,od,Is the rabbit in the image facing left or right?,(a) Left (b) Right,(b),Generate a rabbit beside several easter eggs in the grass,Generate a rabbit facing to the right beside several easter eggs in the grass
245,sc,Is the elderly person in the picture standing or sitting?,(a) Standing (b) Sitting,(a),Generate a woman helping an elderly woman move through a park,Generate a woman helping an elderly woman move through a park while the elderly woman is standing with a walker
246,sc,Is the elderly person in the picture standing or sitting?,(a) Standing (b) Sitting,(b),Generate a woman helping an elderly woman move through a park,Generate a woman helping an elderly woman move through a park while the elderly woman is sitting in a wheelchair
247,sh,Are there any fruits or vegetables in the heart-shaped part of the picture?,(a) Yes (b) No,(b),Generate an image with various fruits and vegetables arranged on a table in hearts,Generate an image with various fruits and vegetables arranged on a table in heart with the fruits and vegetables within the borders of the hearts
248,sh,Are there any fruits or vegetables in the heart-shaped part of the picture?,(a) Yes (b) No,(b),Generate an image with various fruits and vegetables arranged on a table in hearts,Generate an image with various fruits and vegetables arranged on a table in heart with the fruits and vegetables outside of the borders of the hearts
249,sh,Is the very top of the cake strawberries or cream?,(a) Strawberries (b) Cream,(a),Generate a 2-layered cake with white cream and strawberries,Generate a 2-layered cake with white cream and strawberries and the strawberries on the very top of the cake
250,sh,Is the very top of the cake strawberries or cream?,(a) Strawberries (b) Cream,(b),Generate a 2-layered cake with white cream and strawberries,Generate a 2-layered cake with white cream and strawberries with the white cream on the very top of the cake
251,sh,Is the beverage in the picture contained in a mug or a glass?,(a) Mug (b) Glass,(a),Generate a lemonade beverage in a container with mint leaves and a straw,Generate a lemonade beverage in a mug with mint leaves and a straw
252,sh,Is the beverage in the picture contained in a mug or a glass?,(a) Mug (b) Glass,(b),Generate a lemonade beverage in a container with mint leaves and a straw,Generate a lemonade beverage in a glass cup with mint leaves and a straw
253,pf,Is the design in the picture Santa Claus or a snowman?,(a) Santa Claus (b) Snowman,(a),Generate a zip-up or button sweater decorated with Christmas-themed designs,Generate a zip-up or button sweater decorated with a Santa Claus
254,pf,Is the design in the picture Santa Claus or a snowman?,(a) Santa Claus (b) Snowman,(b),Generate a zip-up or button sweater decorated with Christmas-themed designs,Generate a zip-up or button sweater decorated with a Snowman
255,pr,Are there cookies stacked on top of other cookies?,(a) Yes (b) No,(a),Generate an image of freshly-baked cookies on a cooling rack,Generate an image of freshly-baked cookies stacked on top of each other on a cooling 
256,pr,Are there cookies stacked on top of other cookies?,(a) Yes (b) No,(b),Generate an image of freshly-baked cookies on a cooling rack,Generate an image of freshly-baked cookies evenly spaced side by side on a cooling rack
257,pr,Is there a lemon inside the drink in the cup or are all the lemons outside the drink?,(a) There is one inside (b) All are outside,(a),Generate water in a glass with mint leaves and lemon slices,Generate water in a glass with mint leaves and lemon slices with all the lemons inside the glass
258,pr,Is there a lemon inside the drink in the cup or are all the lemons outside the drink?,(a) There is one inside (b) All are outside,(b),Generate water in a glass with mint leaves and lemon slices,Generate water  in a glass with mint leaves and lemon slices with all the lemons outside of the class
259,od,"In the picture, are the elderly people moving to the left or to the right?",(a) Left (b) Right,(a),Generate an image of two elderly people stretching their arms out,Generate an image of two elderly people stretching their arms out to the left side
260,od,"In the picture, are the elderly people moving to the left or to the right?",(a) Left (b) Right,(b),Generate an image of two elderly people stretching their arms out,Generate an image of two elderly people stretching their arms out to the right side
261,ca,Is the person in the picture sitting on a black or white chair?,(a) Black (b) White,(a),Generate an image of a group of people sitting in chairs in a circle having a conversation,Generate an image of a group of people sitting in black chairs in a circle having a conversation
262,ca,Is the person in the picture sitting on a black or white chair?,(a) Black (b) White,(b),Generate an image of a group of people sitting in chairs in a circle having a conversation,Generate an image of a group of people sitting in white chairs in a circle having a conversation
263,sc,Is it a slice of cake or a whole cake in the picture?,(a) Slice (b) Whole,(a),Generate a pumpkin pie on a plate,Generate a singular slice of pumpkin pie on a plate
264,sc,Is it a slice of cake or a whole cake in the picture?,(a) Slice (b) Whole,(b),Generate a pumpkin pie on a plate,Generate an entire, uncut pumpkin pie on a plate
265,sc,Is the shoe in the image tied or untied?,(a) Tied (b) Untied,(a),Generate a person wearing tennis shoes walking on pavement,Generate a person wearing tennis shoes with the laces tied walking on pavement 
266,sc,Is the shoe in the image tied or untied?,(a) Tied (b) Untied,(b),Generate a person wearing tennis shoes walking on pavement,Generate a person wearing tennis shoes with the laces untied walking on pavement
267,od,Is the child in the picture facing forward or in profile?,(a) Facing forward (b) In profile,(a),Generate an image of a child planting a tree in the grass with their dad,Generate an image of a child facing forward and planting a tree in the grass with their dad
268,od,Is the child in the picture facing forward or in profile?,(a) Facing forward (b) In profile,(b),Generate an image of a child planting a tree in the grass with their dad,Generate an image of a child from the side planting a tree in the grass with their dad
269,pf,Is the wall behind the bed empty or is there a painting hanging on it?,(a) Empty (b) A painting hanging on it,(a),Generate an image of a bedroom with a bed and dresser and fan,Generate an image of a bedroom with a bed and dresser and fan and a painting on the wall behind the bed
270,pf,Is the wall behind the bed empty or is there a painting hanging on it?,(a) Empty (b) A painting hanging on it,(b),Generate an image of a bedroom with a bed and dresser and fan,Generate an image of a bedroom with a bed and dresser and fan and no painting on the wall behind the bed
271,sh,Is the male in the picture wearing a shirt or a T-shirt?,(a) Shirt (b) T-shirt,(a),Generate an elderly couple walking on a path in a park,Generate an elderly couple walking on a path in a park with the man wearing a shirt
272,sh,Is the male in the picture wearing a shirt or a T-shirt?,(a) Shirt (b) T-shirt,(b),Generate an elderly couple walking on a path in a park,Generate an elderly couple walking on a path in a park with the man wearing a t-shirt and jeans
273,pf,What pattern is in the picture?,(a) Pumpkin Lights (b) Bats,(a),Generate a creepy halloween themed picture with silhouettes of trees,Generate a creepy halloween themed picture with silhouettes of trees and pumpkin lights 
274,pf,What pattern is in the picture?,(a) Pumpkin Lights (b) Bats,(b),Generate a creepy halloween themed picture with silhouettes of trees,Generate a creepy halloween themed picture with silhouettes of trees and bats
275,qc,How many trees are the treehouse built on?,(a) One (b) More than one,(a),,Generate a treehouse with wooden stairs or a ladder,Generate a treehouse built around a single tree with wooden stairs or a ladder
276,qc,How many trees are the treehouse built on?,(a) One (b) More than one,(b),Generate a treehouse with wooden stairs or a ladder,Generate a treehouse built on multiple trees with wooden stairs or a ladder
277,tx,What are all the letters in the image?,(a) SUGAR (b) UGA,(a),Generate a word written in sugar on a table surrounded by sweets,Generate the word “SUGAR” written in sugar on a table surrounded by sugary sweets
278,tx,What are all the letters in the image?,(a) SUGAR (b) UGA,(b),Generate a word written in sugar on a table surrounded by sweets,Generate the letters “UGA” written in sugar on a table surrounded by sugary sweets
279,sc,Is the elderly person standing or sitting in the picture?,(a) Standing (b) Sitting,(a),Generate an elderly person in a park holding a child,Generate an elderly person in a park sitting on a bench while holding a child
280,sc,Is the elderly person standing or sitting in the picture?,(a) Standing (b) Sitting,(b),Generate an elderly person in a park holding a child,Generate an elderly person standing up in a park holding a child
281,pf,Are there drinks on the table?,(a) Yes (b) No,(a),Generate a family with two kids sitting at the table eating a salad,Generate a family with two kids sitting on the table eating a salad with drinks on the table
282,pf,Are there drinks on the table?,(a) Yes (b) No,(b),Generate a family with two kids sitting at the table eating a salad,Generate a family with two kids sitting at the table eating a salad without any drinks on the table
283,sh,"In the image, is it a salmon fillet or a salmon steak?",(a) Salmon fillet (b) Salmon steak,(a),Generate an image of a piece of cooked salmon on a serving plate,Generate an image of a piece of salmon fillet on a serving plate 
284,sh,"In the image, is it a salmon fillet or a salmon steak?",(a) Salmon fillet (b) Salmon steak,(b),Generate an image of a piece of cooked salmon on a serving plate,Generate an image of a piece of salmon steak on a serving plate
285,pf,Do you see a yellow towel in the image?,(a) Yes (b) No,(a),Generate a towel on the floor next to weights and water and a fruit,Generate a yellow towel on the floor next to weights and water and a fruit
286,pf,Do you see a yellow towel in the image?,(a) Yes (b) No,(b),Generate a towel on the floor next to weights and water and a fruit,Generate a white towel on the floor next to weights and water and a fruit 
287,sc,Is the cup placed on a surface or being held by hand?,(a) Placed on a surface (b) Held by hand,(a),Generate a red mug outside in the winter,Generate a red mug placed on a surface outside in the winter
288,sc,Is the cup placed on a surface or being held by hand?,(a) Placed on a surface (b) Held by hand,(b),Generate a red mug outside in the winter,Generate a red mug held by hand outside in the winter
289,ca,Is the following statement correct: There are different colors of grapes in the image.,(a) Correct (b) Incorrect,(a),Generate grapes surrounded by other fruit on a table,Generate different colored grapes surrounded by other fruit on a table
290,ca,Is the following statement correct: There are different colors of grapes in the image.,(a) Correct (b) Incorrect,(b),Generate grapes surrounded by other fruit on a table,Generate grapes of all the same color surrounded by other fruit on a table
291,sc,Is the minion in the image smiling with its tongue out?,(a) Yes (b) No,(a),Generate an image of a minion smiling,Generate an image of a minion smiling with its tongue out
292,sc,Is the minion in the image smiling with its tongue out?,(a) Yes (b) No,(b),Generate an image of a minion smiling,Generate an image of a minion smiling without its tongue out
293,od,Is the sports car in the picture facing left or right?,(a) Left (b) Right,(a),Generate an orange sports car on display inside with the words “MILLER MOTORCARS” written behind it,Generate an orange sports car facing to the left on display inside with the words “MILLER MOTORCARS” written behind it
294,od,Is the sports car in the picture facing left or right?,(a) Left (b) Right,(b),Generate an orange sports car on display inside with the words “MILLER MOTORCARS” written behind it,Generate an orange sports car facing to the right on display inside with the words “MILLER MOTORCARS” written behind it
295,ca,Is the edge of the heart in the picture white or dark-colored?,(a) White (b) Dark-colored,(a),Generate a pattern of multiple hearts with a pink background,Generate a pattern of multiple hearts with a white outline and a pink background
296,ca,Is the edge of the heart in the picture white or dark-colored?,(a) White (b) Dark-colored,(b),Generate a pattern of multiple hearts with a pink background,Generate a pattern of multiple hearts with a dark-colored outline and a pink background
297,pf,Are there patterns on the easter eggs?,(a) Yes (b) No,(a),Generate several easter eggs with different colors,Generate several easter eggs with different colors and decorative patterns on the shell
298,pf,Are there patterns on the easter eggs?,(a) Yes (b) No,(b),Generate several easter eggs with different colors,Generate several easter eggs with different colors and no patterns or designs on the shell
299,sc,How would you describe the background of the image?,(a) Light shining through the clouds from the upper right corner (b) Most of the background is dark and cloudy,(a),Generate an image of the background of a city with a skyline,Generate an image of the background of a city with a skyline and light shining through the clouds from the upper right corner
300,sc,How would you describe the background of the image?,(a) Light shining through the clouds from the upper right corner (b) Most of the background is dark and cloudy,(b),Generate an image of the background of a city with a skyline,Generate an image of the background of a city with a skyline and most of background dark and cloudy


